,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate
47,bhojpuri/Pawan Singh - Dhibari Me Rahue Na Tel - From Crack Fighter.opus,1.470455091933894,0.35604913813746314,0.5710775394822037,0.2719601203580112,13.182865306791516,4.326826401284355,3427.858540697178,3746.7621799603085,19.806413849709884,7354.88564546208,0.00587676758198806,0.0684875058278077
48,bhojpuri/Samar Singh - Batawa Ae Gori Hamra Ganna Ke Rass.opus,1.780732920561021,0.43681135675078503,0.599489694795076,0.2731316333901781,23.135965365569827,6.737771189890114,5377.104826318181,5083.856325852119,18.819067804416715,11243.696120689656,0.005975700351407328,0.10473265637982966
49,bhojpuri/D K Dasrath - Tang Le Gail Gonda Ke Pardhan.opus,1.749466494761468,0.46397876211595973,0.6461989146553293,0.2759522507643391,24.877172963820012,3.835738479390183,2958.6957934672355,3206.9059127166574,18.99730758970488,6158.233064697926,0.011159400335464,0.05556736021096333
50,bhojpuri/R K Dehati - Rowata Sajanwa.opus,1.4913755814171714,0.3140742379844107,0.5682042039272174,0.27119304585307863,6.230252994004373,-0.06434148758275193,3335.3234520497595,3668.0717440344097,21.61502291132845,6996.2937332344045,0.001196446611676547,0.06743172144319673
51,bhojpuri/Khesari Lal Yadav - Saiya Arab Gaile.opus,1.4799035900272437,0.4091801558535986,0.5735659727623222,0.2660104578557721,40.718727883683414,7.716732458736312,3240.2699070159474,3359.9995469303976,17.592184819520146,6692.402603729464,-0.009383906840608566,0.07056952249033158
52,bhojpuri/Samresh Sagar - Ail Rahe Iyarwa.opus,1.5329551723512131,0.42529428013249576,0.6406912607678747,0.27736856489298023,18.469317787205203,6.152956138901308,3418.9939973794576,3797.1358360135837,19.604587248619666,7250.620315610728,0.002202657753482017,0.06333229108721747
53,bhojpuri/Ramu Nishad - Gaila Kamye.opus,1.6644352437572452,0.3800367382348186,0.5608865166712239,0.26851349428463567,16.67625419803985,-0.31372955125755453,3068.6222639971866,3304.7692295365496,20.25371087174813,6263.759051263948,0.010333053562129397,0.06393089142034887
54,bhojpuri/Arun Babuwa - Gail Rahi Dekhe.opus,1.5819858888439657,0.34591520413369775,0.5632560498867334,0.2700701745238301,20.541821508492834,0.5718973625785588,3762.616076633433,3589.1978601068413,19.914824620446044,7336.998816578525,0.0013690898176997783,0.09106980213104401
55,bhojpuri/Ankur Singh - Joban Duno.opus,1.6963139635404008,0.4261243856543335,0.5640936890338145,0.266976725762362,20.480909583025525,2.8756669348870916,3951.087528907275,3608.6018289982794,19.91145396492969,7827.900387025433,-0.004982197849240859,0.09599189333231734
56,bhojpuri/Lavkush Nishad - Sadhuwain.opus,1.628773678879555,0.39364700985837703,0.5903965875337214,0.271862410491755,12.202446274931182,3.6096909415599328,3478.3836331614425,3685.933514986945,20.210519766789183,7469.284568044205,0.0010232929540915146,0.0734340393957003
57,bhojpuri/Ritesh Pandey - Piyawa Se Pahile.opus,1.5839946860658864,0.37536354379972503,0.5942092905970121,0.27196854266411785,27.97431681487908,5.958349758531203,3291.5534693333398,3889.7937391375217,17.7283717632427,6993.498923430863,-0.0008124472978214882,0.059012303120575746
58,bhojpuri/Sawan Singh - Phonewe Karbu Pyar.opus,1.578706344290293,0.3549002947692547,0.5380317963330662,0.26609620256556726,10.274802816383723,2.0052340245334532,3146.8737886584267,3620.9285911874113,20.966886027912494,6662.93754096346,-0.011158662280644304,0.058537729267368506
59,bhojpuri/Ritesh Pandey - Karua Tel.opus,1.5960501057236025,0.3487243019794853,0.5878499587198346,0.2726324247404305,10.441996982275915,2.011409197279,3507.3445407332565,3547.963593434492,21.184205695678617,7244.6038661858975,-0.0012789995425710487,0.07851322967442352
60,bhojpuri/Manish Sonkar - Awa Khala.opus,1.5678445137852521,0.400227421653686,0.5692152976926648,0.26700056085558665,5.72989664319921,0.39801293121709125,3572.4947825172576,3771.1290474564244,20.516132420782288,8046.026410301331,-0.007155696210512214,0.07155989263971618
61,bhojpuri/Khesari Lal Yadav - Love Kala Sab Hoi.opus,1.479611578176226,0.3879262819491125,0.5778730924055736,0.267559259456786,9.790212880543224,2.985267381079119,2980.2818398809627,3429.284645966467,21.008394198089924,6499.166860751863,-0.003151656455539496,0.056428620816322335
62,bhojpuri/Sonu Sawariya - Bhatar Khali Saya Sute.opus,1.5528850695476386,0.3530134515897888,0.5784076237982386,0.27351161851109657,11.518402877538799,3.3356141914817616,3130.643385962433,3407.346496825051,19.928920239136797,6484.909614219349,-0.00421269955272531,0.07027892881488589
63,bhojpuri/Ankur Singh - Tohra Pe Raji Na.opus,1.6131344627961977,0.32925282442624054,0.5867350715053695,0.2697956209050156,14.090826505373837,4.41099600146326,4467.052984066935,4239.437927449979,20.276999734351683,9644.250246022633,0.002984592995756983,0.11293830790245203
64,bhojpuri/Vijay Banaeras - Kahela Jalebi Baai.opus,1.7097599174919762,0.3529992563630387,0.5457775974732663,0.26768047631747244,21.077785405444207,-1.6423329555616932,2906.776582382134,3228.2289671635644,20.80335787841365,5689.114983911474,0.009432396001230654,0.0577885317339638
65,bhojpuri/Mantu Singh - Maar Delu Ankhiya Dhasake.opus,1.393800598179223,0.3839755941876935,0.48445142567227956,0.24645273288491087,12.888839350209077,0.3715711394395245,3669.947422138445,3910.3644644395304,20.5652384753896,7920.00428904048,0.009350063865119251,0.07729906451687023
66,bhojpuri/Ashok Sonkar - Dewareu.opus,1.706654068728829,0.34912500390793205,0.5559733728213956,0.2696580586910769,7.7622191341751305,-3.222783907239628,3011.269424303469,3289.9669507470153,20.932332391107682,6016.556506749397,0.0036741718421705446,0.06291344159680619
67,bhojpuri/Pawan Singh - Chhalakata Hamro Jawaniya.opus,1.5709137862936366,0.39319695935881227,0.5868538128740916,0.2721394084779501,14.336479591858913,3.4479902423999502,2978.864340522949,3349.773315836098,19.96856462972004,6316.703949398334,0.009179828319870189,0.061558967581700604
68,bhojpuri/Om Prakash - Sadi Me Dag Raja.opus,1.3658762171374885,0.37634094553002007,0.5691946821577839,0.2705949619132098,6.136709188565349,-1.8730767899892709,3091.798582011639,3224.4652524687945,20.832128443279398,6130.454130416941,-0.007215891725651218,0.07543060977340502
69,bhojpuri/Ravi Kunwar - Manela Batiya Mor.opus,1.4462278935148725,0.3442648102974626,0.5011268795419191,0.2532537499177398,9.170693296617857,2.4488518631209404,2335.80328268387,3056.9029519941105,21.38096130832096,4713.938745959052,0.005761140789646215,0.045998935041756464
70,bhojpuri/Arun Babua - Lad Gail Najariya.opus,1.6555705857984648,0.4023934032413406,0.621239126174266,0.2780093745025345,44.613956621534,3.058582470394761,3173.679174987787,3483.658633514979,18.27373300725039,6679.06197784953,0.0071077452113353385,0.061438169093490334
71,bhojpuri/Sandip Nishad - Jab Jab Bhatar Kare.opus,1.5103637649949737,0.4085538721889725,0.5961055455850467,0.2733286193669113,12.929006664698242,3.92508256156713,3675.9077602595316,3597.241004468214,19.279704932253985,7561.945907156622,-0.008031467429729086,0.08631566836560593
72,bhojpuri/Ankit Tiwari - Aj Fulawna Fat Jai.opus,1.5612152674394857,0.44962605394469274,0.6090121093547487,0.27447201473001537,25.033529821390804,6.894000808618512,3096.5810209709166,3771.647472611629,18.648117748920463,6620.099400266548,0.00791323113483305,0.05962909713738339
73,bhojpuri/Shubha Mishra - Baja Baji Ki Na.opus,1.5910498122958068,0.35318027659348983,0.5906758756847844,0.27119794817949194,17.412110220998414,3.9469913082387844,4094.8882534378436,3887.146593138278,20.278644374805854,8584.351047893928,0.0001072951539592534,0.09615523974815582
74,bhojpuri/Pintu Lal Yadav - Tikuli Satale Bani.opus,1.7456467289221786,0.3879936079738448,0.6032824097311719,0.27668027242975923,13.986808359172915,0.027984203617950988,3429.1170326841516,3427.5500178706025,21.473854755545535,7129.285525052533,0.007185241518699769,0.07150415603375661
75,bhojpuri/Pawan Singh - Bin Biyahe Rajaji.opus,1.6180787084948707,0.4080229750171917,0.5930692067876199,0.26625587725237826,16.25119435816974,3.706297758816114,3377.3701625404688,3653.830043560689,20.035774351853103,7289.636907637158,-0.007426785925291831,0.0651990405882951
76,bhojpuri/Pawan Singh - Bhar Jata Dhodi.opus,1.4817010650667606,0.37791085151459963,0.5287951958665583,0.2630432710669669,28.2890225182642,6.705390828135753,3303.8097890084077,3717.395026149689,18.742032780831156,7093.614509135956,-0.008480611341507413,0.0634497970056519
77,bhojpuri/Ramu Nishad - Garmi Bate.opus,1.630227430105134,0.4005426257860148,0.636630780563636,0.2767798350178778,24.757066266709927,6.383868513526351,3296.7527311359895,3526.507205972437,19.635827942113067,6976.360497921204,0.0012038259467917097,0.06432542364754504
